benchmark,width,rob,rs,lsq,ifq,cdb,alu,mul,div,alu_lat,mul_lat,div_lat,mem_lat,fwd,pht,btb,ras,cycles,committed,fetched,issued,ipc,c_alu,c_mul,c_div,c_load,c_store,c_branch,branches,mispredicts,mispred_rate,flushes,squashed,mov,stall_rob,stall_rs,stall_lsq,stall_front,hit_cap
div_heavy,4,128,128,32,32,4,2,1,1,1,3,10,5,1,1024,256,16,6088,1004,1039,1007,0.164915,204,0,600,0,0,200,200,12,0.06,12,3,0,5059,0,0,64,0
div_heavy,4,128,128,32,32,4,2,1,2,1,3,10,5,1,1024,256,16,3127,1004,1040,1008,0.321075,204,0,600,0,0,200,200,12,0.06,12,4,0,2440,0,0,61,0
div_heavy,4,128,128,32,32,4,2,1,3,1,3,10,5,1,1024,256,16,2084,1004,1043,1012,0.481766,204,0,600,0,0,200,201,12,0.0597015,12,8,0,1507,0,0,69,0
div_heavy,4,128,128,32,32,4,2,1,4,1,3,10,5,1,1024,256,16,1601,1004,1036,1004,0.627108,204,0,600,0,0,200,200,12,0.06,12,0,0,1076,0,0,68,0
