benchmark,width,rob,rs,lsq,ifq,cdb,alu,mul,div,alu_lat,mul_lat,div_lat,mem_lat,fwd,pht,btb,ras,cycles,committed,fetched,issued,ipc,c_alu,c_mul,c_div,c_load,c_store,c_branch,branches,mispredicts,mispred_rate,flushes,squashed,mov,stall_rob,stall_rs,stall_lsq,stall_front,hit_cap
matmul,4,128,48,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,13591,16466,19725,18502,1.21154,7514,3468,0,3456,144,1884,2130,418,0.196244,347,2036,0,0,0,0,2044,0
matmul,4,128,64,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,13591,16466,19725,18502,1.21154,7514,3468,0,3456,144,1884,2130,418,0.196244,347,2036,0,0,0,0,2044,0
ptrchase,4,128,4,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,2598,1538,1572,1540,0.591994,514,0,0,512,0,512,512,12,0.0234375,12,2,0,2248,0,0,63,0
ptrchase,4,128,8,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,2598,1538,1572,1540,0.591994,514,0,0,512,0,512,512,12,0.0234375,12,2,0,2248,0,0,63,0
ptrchase,4,128,12,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,2598,1538,1572,1540,0.591994,514,0,0,512,0,512,512,12,0.0234375,12,2,0,2248,0,0,63,0
ptrchase,4,128,16,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,2598,1538,1572,1540,0.591994,514,0,0,512,0,512,512,12,0.0234375,12,2,0,2248,0,0,63,0
ptrchase,4,128,24,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,2598,1538,1572,1540,0.591994,514,0,0,512,0,512,512,12,0.0234375,12,2,0,2248,0,0,63,0
ptrchase,4,128,32,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,2598,1538,1572,1540,0.591994,514,0,0,512,0,512,512,12,0.0234375,12,2,0,2248,0,0,63,0
ptrchase,4,128,48,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,2598,1538,1572,1540,0.591994,514,0,0,512,0,512,512,12,0.0234375,12,2,0,2248,0,0,63,0
ptrchase,4,128,64,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,2598,1538,1572,1540,0.591994,514,0,0,512,0,512,512,12,0.0234375,12,2,0,2248,0,0,63,0
